ID,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_name,album_release_date,album_total_tracks,album_type,track_duration_min
226,The Dead Dance,9,80,FALSE,Lady Gaga,89,42275793,"art pop, pop",MAYHEM,9/1/2025,17,album,3.8
227,Vanish Into You,6,61,FALSE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,9/1/2025,17,album,4.08
228,Die With A Smile,17,55,FALSE,Lady Gaga,88,42237551,"art pop, pop",MAYHEM,9/1/2025,17,album,4.19
229,Disease,1,61,FALSE,Lady Gaga,88,42237551,"art pop, pop",MAYHEM,9/1/2025,17,album,3.83
230,Don't Call Tonight,12,58,FALSE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,9/1/2025,17,album,3.76
231,Garden Of Eden,3,62,FALSE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,9/1/2025,17,album,3.99
232,Yonderer,1,37,FALSE,Cj Hooper,19,267,N/A,Yonderer,9/1/2025,1,single,3.47
233,Zombieboy,8,60,FALSE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,9/1/2025,17,album,3.55
234,How Bad Do U Want Me,11,60,TRUE,Lady Gaga,88,42237551,"art pop, pop",MAYHEM,9/1/2025,17,album,3.98
235,Kill For Love,13,66,FALSE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,9/1/2025,17,album,4.11
236,Killah (feat. Gesaffelstein),7,59,TRUE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,9/1/2025,17,album,3.51
237,Perfect Celebrity,4,60,FALSE,Lady Gaga,89,42275793,"art pop, pop",MAYHEM,9/1/2025,17,album,3.82
238,Shadow Of A Man,14,58,FALSE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,9/1/2025,17,album,3.32
239,LoveDrug,10,60,FALSE,Lady Gaga,88,42237551,"art pop, pop",MAYHEM,9/1/2025,17,album,3.22
240,Machine,1,39,FALSE,Rob Thomas,62,973349,N/A,Machine,9/1/2025,4,single,2.67
241,Abracadabra,2,62,FALSE,Lady Gaga,89,42275793,"art pop, pop",MAYHEM,9/1/2025,17,album,3.72
242,Blade Of Grass,16,55,FALSE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,9/1/2025,17,album,4.28
243,Canâ€™t Stop the High,5,64,TRUE,Lady Gaga,88,42237551,"art pop, pop",MAYHEM,9/1/2025,17,album,3.51
244,still smokin,1,43,FALSE,RXRXBBIT,32,592,N/A,still smokin,8/31/2025,1,single,2.66
245,PRICE,1,20,TRUE,Or Barak,12,2956,avant-garde,PRICE,8/29/2025,1,single,2.41
246,Ridiculous - Stripped,1,31,FALSE,Sounds Kinda Good,19,88,N/A,Ridiculous (Stripped),8/29/2025,1,single,4.33
247,Run Girl,1,44,FALSE,Nazaki,42,11904,N/A,Run Girl,8/29/2025,1,single,2.69
248,When Did You Get Hot?,8,91,FALSE,Sabrina Carpenter,91,26538275,pop,Manâ€™s Best Friend,8/29/2025,12,album,2.42
249,Sugar Talking,4,84,TRUE,Sabrina Carpenter,91,26559943,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.06
250,Tears,2,92,FALSE,Sabrina Carpenter,91,26538275,pop,Manâ€™s Best Friend,8/29/2025,12,album,2.66
251,Trapzzoid,1,39,FALSE,Riff Raff,48,193279,N/A,Trapzzoid,8/29/2025,1,single,2.32
252,u don't have to tell me,2,65,FALSE,Artemas,74,1377042,N/A,eat me alive / u don't have to tell me,8/29/2025,2,single,2.26
253,We Almost Broke Up Again Last Night,5,82,TRUE,Sabrina Carpenter,91,26559943,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.38
254,Went Legit,1,44,TRUE,G Herbo,69,2482067,"chicago drill, drill",Went Legit,8/29/2025,2,single,2.34
255,De (feat. Savage Plug),3,46,FALSE,Wegz,61,7437933,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,3.41
256,Donâ€™t Worry Iâ€™ll Make You Worry,10,81,TRUE,Sabrina Carpenter,91,26538275,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.7
257,El Ayam,9,57,FALSE,Wegz,61,7429055,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,2.56
258,Ezay Tfotny,11,48,FALSE,Wegz,61,7437933,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,3.16
259,Ghareeba (feat. ZIAD ZAZA),10,49,FALSE,Wegz,61,7429055,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,4.12
260,Girlfriend (feat. Tayc),6,50,FALSE,Wegz,61,7429055,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,2.83
261,Afterparty,12,52,FALSE,Wegz,61,7433128,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,4.07
262,Bad Days,4,54,FALSE,Wegz,61,7433128,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,3.26
263,Bey Ulu ma y Ulu,2,53,FALSE,Wegz,61,7429055,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,2.81
264,Capsula,7,41,FALSE,Wegz,61,7437933,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,0.55
265,Go Go Juice,9,85,TRUE,Sabrina Carpenter,91,26516295,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.22
266,Goodbye,12,84,TRUE,Sabrina Carpenter,91,26559943,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.75
267,House Tour,11,87,FALSE,Sabrina Carpenter,91,26538275,pop,Manâ€™s Best Friend,8/29/2025,12,album,2.82
268,In Retrospect,22,46,FALSE,RIELL,52,78423,N/A,Hymns For The Bitter,8/29/2025,22,album,2.67
269,Khesert El Sha3b,1,50,FALSE,Wegz,61,7437933,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,2.07
270,Let It Be Me,1,41,FALSE,CADMIUM,48,74002,N/A,Let It Be Me,8/29/2025,1,single,2.65
271,Mama Afrikya (feat. Seyi Vibez),8,51,FALSE,Wegz,61,7437933,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,2.82
272,Manchild,1,88,TRUE,Sabrina Carpenter,91,26559943,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.56
273,Mazhar W Mal,5,50,FALSE,Wegz,61,7429055,"egyptian hip hop, arabic hip hop, mahraganat, egyptian pop",Aqareb,8/29/2025,12,album,2.94
274,My Man on Willpower,3,85,TRUE,Sabrina Carpenter,91,26559943,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.29
275,Never Getting Laid,7,83,TRUE,Sabrina Carpenter,91,26516295,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.47
276,Nobodyâ€™s Son,6,88,TRUE,Sabrina Carpenter,91,26538275,pop,Manâ€™s Best Friend,8/29/2025,12,album,3.04
277,mafhashmafhash,6,49,FALSE,Marwan Moussa,61,2649787,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,2.35
278,makan fi albak,8,51,FALSE,Marwan Moussa,61,2650667,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,2.83
279,matador,1,49,FALSE,Marwan Moussa,61,2650667,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,3.08
280,matrosh,2,43,FALSE,Marwan Moussa,61,2649787,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,2.17
281,mshmawgood,7,42,FALSE,Marwan Moussa,61,2652612,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,2.51
282,tefhaminish ghalat,4,43,FALSE,Marwan Moussa,61,2650667,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,2.72
283,Sacrifice,1,50,FALSE,Elvis Drew,55,68465,dark r&b,Sacrifice,8/28/2025,1,single,3.3
284,shaklekmagnona,5,51,FALSE,Marwan Moussa,61,2652612,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,2.48
285,labubu,9,44,FALSE,Marwan Moussa,61,2649787,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,2.2
286,Don't u cry,1,53,FALSE,Omido,58,72064,dark r&b,Don't u cry,8/28/2025,3,single,2.97
287,el makaan,3,43,FALSE,Marwan Moussa,61,2649787,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,2.79
288,faker bas nasy,10,47,FALSE,Marwan Moussa,61,2649787,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",MATADOR,8/28/2025,10,album,3.12
289,Fish-Woman (POP Version),1,13,FALSE,Lucas Mazotti,3,3,N/A,Fish-Woman (POP Version),8/27/2025,1,single,2.63
290,I Just Want a Kiss (Brazilian AxÃ© Version),1,13,FALSE,Lia Morena,3,2,N/A,I Just Want a Kiss (Brazilian AxÃ© Version),8/27/2025,1,single,2.49
291,GlÃ³ria Meu Senhor,4,15,FALSE,Reginaldo de Oliveira,5,21,N/A,Reginaldo de Oliveira - As Melhores Volume 01,8/24/2025,12,album,3.83
292,Quero Lhe Dizer,1,15,FALSE,Reginaldo de Oliveira,5,21,N/A,Reginaldo de Oliveira - As Melhores Volume 01,8/24/2025,12,album,4.53
293,She Walked Away (Guitar Ballad Version),1,14,FALSE,NiloSerra,6,4,N/A,She Walked Away (Guitar Ballad Version),8/23/2025,1,single,3.71
294,Overstimulated,9,34,FALSE,Unlike Pluto,57,398681,N/A,Kiss Collapse,8/22/2025,17,album,3.13
295,Paranoia,11,34,FALSE,Unlike Pluto,57,398659,N/A,Kiss Collapse,8/22/2025,17,album,3.3
296,Running Cold,1,53,FALSE,Besomorph,58,146944,slap house,Running Cold,8/22/2025,1,single,3.01
297,Suckerpunch,16,31,FALSE,Unlike Pluto,57,398681,N/A,Kiss Collapse,8/22/2025,17,album,3.08
298,Trance,2,37,FALSE,Unlike Pluto,57,398681,N/A,Kiss Collapse,8/22/2025,17,album,3.12
299,under the mat,10,71,FALSE,sombr,85,2789144,N/A,I Barely Know Her,8/22/2025,10,album,4.74
300,undressed,7,88,FALSE,sombr,85,2795852,N/A,I Barely Know Her,8/22/2025,10,album,3.03
301,Unremember - Radio Mix,1,36,FALSE,Russell Watson,38,44378,N/A,Unremember (Radio Mix),8/22/2025,1,single,2.81
302,we never dated,9,78,FALSE,sombr,85,2795852,N/A,I Barely Know Her,8/22/2025,10,album,3.28
303,Weekend,1,44,FALSE,Jordana Bryant,38,60619,N/A,Weekend,8/22/2025,1,single,2.02
304,Letting Go,4,37,FALSE,Unlike Pluto,57,398642,N/A,Kiss Collapse,8/22/2025,17,album,3.39
305,Like You,1,35,FALSE,LEROCQUE,23,13839,N/A,Like You,8/22/2025,1,single,3.07
306,Monsoon,2,55,FALSE,Emma Louise,53,88544,N/A,DUMB,8/22/2025,10,album,2.84
307,Whisper to Me,13,32,FALSE,Unlike Pluto,57,398642,N/A,Kiss Collapse,8/22/2025,17,album,2.67
308,Wrong,10,33,FALSE,Unlike Pluto,57,398659,N/A,Kiss Collapse,8/22/2025,17,album,3.26
309,Hide my Tears,6,37,FALSE,Unlike Pluto,57,398642,N/A,Kiss Collapse,8/22/2025,17,album,2.64
310,I know,1,40,FALSE,Pia Baris,24,2256,N/A,I know,8/22/2025,1,single,3.25
311,i wish i knew how to quit you,3,78,FALSE,sombr,85,2795852,N/A,I Barely Know Her,8/22/2025,10,album,3.87
312,I'm Nice Till I'm Not,1,40,FALSE,Kendra Erika,25,8363,french indie pop,I'm Nice Till I'm Not,8/22/2025,1,single,2.84
313,If I Disappear,14,36,FALSE,Unlike Pluto,57,398659,N/A,Kiss Collapse,8/22/2025,17,album,3.15
314,Insanium,15,34,FALSE,Unlike Pluto,57,398681,N/A,Kiss Collapse,8/22/2025,17,album,2.64
315,Is My Vision Scarred,5,44,FALSE,Unlike Pluto,57,398681,N/A,Kiss Collapse,8/22/2025,17,album,3.8
316,come closer,8,71,FALSE,sombr,85,2789144,N/A,I Barely Know Her,8/22/2025,10,album,3.23
317,Crown,12,32,FALSE,Unlike Pluto,57,398642,N/A,Kiss Collapse,8/22/2025,17,album,2.91
318,crushing,1,76,FALSE,sombr,85,2802094,N/A,I Barely Know Her,8/22/2025,10,album,3.45
319,dime,6,68,FALSE,sombr,85,2795852,N/A,I Barely Know Her,8/22/2025,10,album,3.76
320,12 to 12,2,89,FALSE,sombr,85,2795852,N/A,I Barely Know Her,8/22/2025,10,album,4.04
321,50 50,8,33,FALSE,Unlike Pluto,57,398642,N/A,Kiss Collapse,8/22/2025,17,album,3
322,After the Rain,17,33,FALSE,Unlike Pluto,57,398659,N/A,Kiss Collapse,8/22/2025,17,album,2.93
323,back to friends,4,91,FALSE,sombr,85,2789144,N/A,I Barely Know Her,8/22/2025,10,album,3.31
324,Bad Reaction,2,21,FALSE,L3NA,17,134,N/A,Bad Reaction,8/22/2025,4,single,2.74
325,Betray,7,34,FALSE,Unlike Pluto,57,398681,N/A,Kiss Collapse,8/22/2025,17,album,2.94
326,Bleed Me Dry,3,36,FALSE,Unlike Pluto,57,398681,N/A,Kiss Collapse,8/22/2025,17,album,3.16
327,Bloom,1,38,FALSE,Shelita,23,462,N/A,Bloom,8/22/2025,1,single,3.41
328,Boom,1,39,FALSE,Unlike Pluto,57,398659,N/A,Kiss Collapse,8/22/2025,17,album,2.85
329,canal street,5,73,FALSE,sombr,85,2809275,N/A,I Barely Know Her,8/22/2025,10,album,5.04
330,Summer Haze,1,34,FALSE,BETHY,18,824,N/A,Summer Haze,8/21/2025,1,single,4.06
331,Jealous Type,1,81,TRUE,Doja Cat,86,34748949,N/A,Jealous Type,8/21/2025,1,single,2.72
332,YouÂ´re my Best - Pop,1,16,FALSE,Samantha Lux,4,423,N/A,YouÂ´re my Best (Pop),8/20/2025,1,single,2.73
333,Secrets with Strangers,1,48,FALSE,Skrizzly Adams,43,30470,N/A,Secrets with Strangers,8/19/2025,2,single,3.59
334,Impressions,1,46,TRUE,Lil Q,33,321,N/A,Impressions,8/19/2025,1,single,2.2
335,The Summerâ€™s Here,1,14,FALSE,The Queen Wasps,5,5,N/A,The Summerâ€™s Here,8/19/2025,1,single,3
336,the happy you were after,1,36,FALSE,Anaumali,18,148,N/A,the happy you were after,8/15/2025,1,single,4.88
337,Make Believe,1,65,FALSE,Luke Dean,60,27567,house,Make Believe,8/15/2025,1,single,3.08
338,Man I Need,1,95,FALSE,Olivia Dean,88,1499215,pop soul,Man I Need,8/15/2025,3,single,3.06
339,MEN DONT CRY,12,15,TRUE,Seven Kay,5,156,N/A,M.I.A,8/15/2025,14,album,3.88
340,Golden Hour,1,45,FALSE,Xander Ward,35,729,N/A,Golden Hour,8/15/2025,1,single,3.18
341,Southern Country Girl,1,49,FALSE,2'Live Bre,32,3893,christian hip hop,Southern Country Girl,8/15/2025,1,single,2.93
342,downtown,1,62,TRUE,Lil Peep,82,15702014,"emo rap, cloud rap",downtown,8/15/2025,1,single,2.03
343,Fade,1,27,FALSE,Shelita,23,462,N/A,Fade,8/15/2025,1,single,3.75
344,Flowers,1,30,FALSE,Stone Canyons,13,27,N/A,Flowers,8/15/2025,1,single,3.24
345,Thats All I Do,1,12,TRUE,Christian Ray Taylor,2,10,N/A,Thats All I Do,8/14/2025,1,single,2.98
346,I'm in Love,1,64,FALSE,ConKi,61,26095,N/A,I'm in Love,8/14/2025,1,single,2.63
347,Iâ€™m All In (Rock 80`s Version),1,14,FALSE,The Raven Vox,4,8,N/A,Iâ€™m All In (Rock 80`s Version),8/12/2025,1,single,3.8
348,goddamn,4,65,TRUE,mgk,78,5643375,N/A,lost americana,8/8/2025,13,album,3.11
349,greece n' paris,1,38,TRUE,Orlando Kallen,25,2136,N/A,greece n' paris,8/8/2025,2,single,3.21
350,Hell At Night (feat. Ella Langley),1,76,FALSE,BigXthaPlug,79,2059774,southern hip hop,Hell At Night (feat. Ella Langley),8/8/2025,1,single,2.98
351,Holy Water,1,73,FALSE,Marshmello,80,34481381,edm,Holy Water,8/8/2025,1,single,2.49
352,CRAZY,2,50,FALSE,Frankie Muriel,38,805,N/A,IM STILL STANDING,8/8/2025,9,album,3.9
353,Get Down,1,49,TRUE,Uhfwea,30,193,N/A,Get Down,8/8/2025,1,single,1.85
354,wgft (feat. Burna Boy),9,78,TRUE,Gunna,85,10342615,melodic rap,The Last Wun,8/8/2025,25,album,3.07
355,Nights We Won't Remember,1,11,FALSE,Night Acclaim,2,940,N/A,What Just Happened?,8/8/2025,4,single,2.93
356,PRAY,1,45,FALSE,Mandrazo,48,10272,N/A,PRAY,8/8/2025,3,single,3.14
357,Good To You,1,29,FALSE,Lila Wilde,13,687,N/A,Good To You,8/7/2025,1,single,3.17
358,need u,1,48,FALSE,Minzie,46,7240,dark r&b,need u,8/7/2025,3,single,2.43
359,Clarity,1,53,FALSE,Hanno,45,2752,N/A,Clarity,8/7/2025,1,single,2.97
360,forever be mine (feat. Wizkid),1,64,TRUE,Gunna,85,10342615,melodic rap,forever be mine (feat. Wizkid),8/7/2025,1,single,2.88
361,Sunshine,2,42,TRUE,Luck,29,11860,N/A,It Wasn't Luck The LP,8/7/2025,17,album,3.6
362,Take Me Thru Dere,5,69,TRUE,Metro Boomin,84,11683338,N/A,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz),8/1/2025,24,album,2.71
363,The Subway,1,87,TRUE,Chappell Roan,82,7310428,N/A,The Subway,8/1/2025,1,single,4.2
364,What Love Feels Like (feat. Nathan Nicholson),1,50,FALSE,Frank Walker,50,114271,N/A,What Love Feels Like (feat. Nathan Nicholson),8/1/2025,1,single,3.35
365,Crazy,1,72,TRUE,Myles Lloyd,56,38082,N/A,Crazy,8/1/2025,1,single,2.71
366,Free Your Mind,1,26,FALSE,Honey Gentry,34,35406,N/A,Free Your Mind,8/1/2025,1,single,4.21
367,I Think I Like You Better When Youâ€™re Gone,10,80,TRUE,ReneÃ© Rapp,72,1261419,N/A,BITE ME,8/1/2025,12,album,2.38
368,Leave Me Alone,1,73,TRUE,ReneÃ© Rapp,72,1262133,N/A,BITE ME,8/1/2025,12,album,2.36
369,No 1 But U,1,32,FALSE,Olivia Bragoli,20,1099,N/A,No 1 But U,8/1/2025,1,single,2.82
370,Is It a Crime,1,69,TRUE,Mariah the Scientist,73,1178436,alternative r&b,Is It a Crime,7/31/2025,2,single,3.02
371,Hurt Me Most,1,41,FALSE,weknewnothing,27,3637,N/A,Hurt Me Most,7/25/2025,6,single,2.36
372,It Depends (feat. Bryson Tiller),1,79,TRUE,Chris Brown,87,28327351,r&b,It Depends (feat. Bryson Tiller),7/25/2025,1,single,4.53
373,Back in the Saddle,1,76,FALSE,Luke Combs,83,13397845,country,Back in the Saddle,7/25/2025,1,single,3.55
374,Which One (feat. Central Cee),1,83,TRUE,Drake,95,103067383,rap,Which One,7/25/2025,1,single,2.81
375,WRONG,2,76,FALSE,Chris Grey,72,968416,dark r&b,FUNHOUSE / WRONG,7/25/2025,2,single,2.95
376,My Girl,1,66,FALSE,Isabel LaRosa,71,2569728,N/A,My Girl,7/25/2025,1,single,2.95
377,Talk Tonight,1,41,FALSE,Kenzo Cregan,27,3665,N/A,Talk Tonight,7/25/2025,2,single,3.1
378,dÂ£aler,1,75,TRUE,Lola Young,77,1460038,N/A,dÂ£aler,7/25/2025,3,single,2.67
379,End Of Summer,1,72,FALSE,Tame Impala,84,9509731,"neo-psychedelic, indie",End Of Summer,7/25/2025,1,single,7.2
380,Girlie-Pop!,1,34,FALSE,Amaarae,64,577324,"altÃ©, afrobeats, afro r&b",Girlie-Pop!,7/25/2025,2,single,2.06
381,12 to 12,1,85,FALSE,sombr,85,2802094,N/A,12 to 12,7/24/2025,1,single,4.04
382,To Be Free,1,61,FALSE,Sam Smith,81,26278854,soft pop,To Be Free,7/24/2025,1,single,4.25
383,Too Toxic,1,41,FALSE,Ashlee Keating,23,2754,N/A,Too Toxic,7/24/2025,1,single,2.43
384,Kinda Like,1,45,FALSE,Bruklin,40,4550,N/A,Kinda Like,7/22/2025,1,single,2.72
385,Na Sua EstaÃ§Ã£o,1,13,FALSE,Emm Nascimento,2,42,N/A,Na SUA ESTAÃ‡ÃƒO,7/22/2025,1,single,3.41
386,Sugar On My Tongue,2,90,TRUE,"Tyler, The Creator",86,24420596,N/A,DON'T TAP THE GLASS,7/21/2025,10,album,2.55
387,Surrender,1,48,TRUE,Besomorph,58,146969,slap house,Surrender,7/18/2025,1,single,2.72
388,third degree,1,41,TRUE,davvn,36,32967,N/A,third degree,7/18/2025,3,single,3.13
389,Time,1,18,FALSE,Sim Lakia,4,810,N/A,Time,7/18/2025,1,single,2.78
390,used to,1,34,FALSE,Alaina Castillo,46,173092,N/A,used to,7/18/2025,1,single,3.46
391,Eternity,1,87,FALSE,Alex Warren,84,2885506,N/A,"You'll Be Alright, Kid",7/18/2025,21,album,3.15
392,All This Time,1,65,FALSE,Sonny Fodera,66,306513,house,All This Time,7/18/2025,1,single,3.73
393,This is the Killer Speaking,1,59,TRUE,The Last Dinner Party,66,668762,N/A,This is the Killer Speaking,7/17/2025,1,single,4.91
394,Happy Then,1,48,FALSE,AKI,45,754,N/A,Happy Then,7/17/2025,1,single,2.05
395,I Canâ€™t Lose,1,62,FALSE,Jonas Brothers,75,7761454,N/A,I Can't Lose,7/16/2025,1,single,3.05
396,Perfectly,1,57,FALSE,FKA twigs,63,1441722,"art pop, alternative r&b",Perfectly,7/16/2025,1,single,3.84
397,Vim Ti Agradecer,1,16,FALSE,Paulo Henrique David,14,979,agronejo,Vim Ti Agradecer,7/16/2025,1,single,4.74
398,WANT U,1,43,FALSE,BURY,52,21811,dark r&b,WANT U,7/16/2025,3,single,2.59
399,Real Love,1,36,FALSE,Antonin Herbeck,27,268,N/A,Real Love,7/12/2025,1,single,3.89
400,SOULFUL,9,59,TRUE,Justin Bieber,91,85034636,"pop, contemporary r&b",SWAG,7/11/2025,21,album,0.61
401,STANDING ON BUSINESS,16,57,TRUE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,0.83
402,GLORY VOICE MEMO,11,61,FALSE,Justin Bieber,91,85022258,"pop, contemporary r&b",SWAG,7/11/2025,21,album,1.4
403,GO BABY,4,75,FALSE,Justin Bieber,91,85034636,"pop, contemporary r&b",SWAG,7/11/2025,21,album,3.24
404,i lied,1,59,TRUE,Cheyanne,49,19227,dark r&b,i lied,7/11/2025,3,single,2.76
405,i'm still alone,1,47,TRUE,"sorry, alone",29,546,N/A,i'm still alone,7/11/2025,3,single,2.62
406,JUMP,1,90,FALSE,BLACKPINK,81,56152334,k-pop,JUMP,7/11/2025,1,single,2.74
407,405,17,63,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,3.54
408,ALL I CAN TAKE,1,71,FALSE,Justin Bieber,91,85050158,"pop, contemporary r&b",SWAG,7/11/2025,21,album,4.12
409,Alright,1,45,FALSE,Scoobert Doobert,36,5521,N/A,Alright,7/11/2025,1,single,3.36
410,BUTTERFLIES,6,67,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,3.22
411,no one ever warns you,1,32,FALSE,Olivia Soli,15,2381,N/A,no one ever warns you,7/11/2025,1,single,3.25
412,Out Of The Dark,1,52,FALSE,LMNT 115,35,5813,N/A,Out Of The Dark,7/11/2025,1,single,2.53
413,SWAG,18,65,TRUE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,2.5
414,SWEET SPOT,15,66,TRUE,Justin Bieber,91,85022258,"pop, contemporary r&b",SWAG,7/11/2025,21,album,3.08
415,THERAPY SESSION,14,58,TRUE,Justin Bieber,91,85022258,"pop, contemporary r&b",SWAG,7/11/2025,21,album,1.31
416,THINGS YOU DO,5,70,FALSE,Justin Bieber,91,85022258,"pop, contemporary r&b",SWAG,7/11/2025,21,album,1.8
417,TOO LONG,20,65,TRUE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,3.07
418,Vodka Cranberry,1,72,FALSE,Conan Gray,79,12428221,N/A,Vodka Cranberry,7/11/2025,2,single,4.09
419,WALKING AWAY,10,74,TRUE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,4.06
420,WAY IT IS,7,71,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,3.25
421,YUKON,3,86,FALSE,Justin Bieber,91,85034636,"pop, contemporary r&b",SWAG,7/11/2025,21,album,2.73
422,ZUMA HOUSE,19,59,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,1.38
423,Crash the Car,1,23,FALSE,RiSi,11,1182,N/A,Crash the Car,7/11/2025,3,single,3.07
424,DADZ LOVE,13,61,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,2.41
425,DAISIES,2,91,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,2.94
426,DEVOTION,12,72,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,3.9
427,Eu confio em Deus,1,19,FALSE,Friends & Praise,5,37,N/A,Eu confio em Deus,7/11/2025,1,single,5.01
428,FIRST PLACE,8,65,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG,7/11/2025,21,album,3.34
429,FORGIVENESS,21,57,FALSE,Marvin Winans,47,168546,"gospel, gospel r&b",SWAG,7/11/2025,21,album,1.51
430,6 foot with my boots on,1,39,FALSE,Cwby,37,11588,N/A,6 foot with my boots on,7/4/2025,1,single,2.87
431,u wanted me,1,38,FALSE,Waytoolost,21,169,N/A,u wanted me,7/3/2025,3,single,2.01
432,Survive,1,78,FALSE,Lewis Capaldi,79,14043382,soft pop,Survive,6/27/2025,1,single,3.75
433,Sweat On Your Skin,1,53,TRUE,Rumelis,48,8682,dark r&b,Sweat On Your Skin,6/27/2025,3,single,2.33
434,Sweat On Your Skin - Slowed,2,46,TRUE,Rumelis,49,8802,dark r&b,Sweat On Your Skin,6/27/2025,3,single,2.47
435,undertones (therapy on my wishlist),1,45,FALSE,Chelan,35,11991,N/A,undertones (therapy on my wishlist),6/27/2025,2,single,2.47
436,David,11,78,FALSE,Lorde,80,10541250,N/A,Virgin,6/27/2025,11,album,3.41
437,Dirty Work (feat. Flo Milli),2,54,TRUE,aespa,76,9769257,k-pop,Dirty Work,6/27/2025,4,single,3
438,Last One To Know,1,72,FALSE,Gavin Adcock,71,476523,"country, red dirt",Last One To Know,6/27/2025,2,single,2.95
439,Always Love featuring Hyunjin (Stray Kids),1,72,FALSE,d4vd,79,4683168,N/A,Always Love featuring Hyunjin (Stray Kids),6/27/2025,1,single,3.3
440,Beach Babe,1,44,FALSE,Xander Ward,35,729,N/A,Beach Babe,6/27/2025,3,single,3.55
441,Casual,1,34,TRUE,Valentin,40,2157,N/A,Casual,6/27/2025,1,single,3.76
442,Meant To Be,1,47,FALSE,Besomorph,58,146969,slap house,Meant To Be,6/27/2025,1,single,2.95
443,On My Mind,1,70,FALSE,Alex Warren,84,2885506,N/A,On My Mind,6/27/2025,1,single,3.15
444,not a love song,1,52,TRUE,Elvis Drew,55,68408,dark r&b,not a love song,6/26/2025,3,single,3.1
