ID,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_name,album_release_date,album_total_tracks,album_type,track_duration_min
881,Ordinary,1,91,FALSE,Alex Warren,84,2890457,N/A,"You'll Be Alright, Kid (Chapter 1)",9/26/2024,11,album,3.11
882,Roaring 20s,1,53,FALSE,DVNY,40,949,N/A,Roaring 20s,9/26/2024,1,single,3.03
883,Pushing It Down and Praying,1,70,FALSE,Lizzy McAlpine,74,1544658,N/A,Pushing It Down and Praying,9/20/2024,1,single,3.9
884,Roses,12,23,FALSE,JesseÂ®,43,301512,N/A,Wanted?,9/20/2024,12,album,4.58
885,Sorry,10,28,FALSE,JesseÂ®,43,301496,N/A,Wanted?,9/20/2024,12,album,3.97
886,Wanted?,5,39,FALSE,JesseÂ®,43,301499,N/A,Wanted?,9/20/2024,12,album,3.86
887,Hung Up,1,28,FALSE,Faruk Orman,42,3070,slap house,Hung Up,9/20/2024,1,single,2.12
888,Know Better,3,26,FALSE,JesseÂ®,43,301499,N/A,Wanted?,9/20/2024,12,album,2.5
889,Black & Gold,1,33,FALSE,Imanbek,66,277232,slap house,Black & Gold,9/20/2024,1,single,2.08
890,LIL DEMON,2,74,TRUE,Future,88,22675640,rap,MIXTAPE PLUTO,9/20/2024,17,album,2.31
891,Living Room,11,24,FALSE,JesseÂ®,43,301499,N/A,Wanted?,9/20/2024,12,album,3.33
892,Ã“rale,9,26,TRUE,JesseÂ®,43,301532,N/A,Wanted?,9/20/2024,12,album,2.89
893,Out of My League,1,29,TRUE,CADMIUM,48,74002,N/A,Out of My League,9/20/2024,2,single,2.6
894,life force,3,5,FALSE,ptasinski,64,423959,phonk,freedom from self,9/16/2024,8,album,1.82
895,Modern Tragedy,1,34,FALSE,Cheat Codes,62,2101848,N/A,Modern Tragedy,9/13/2024,1,single,2.99
896,night in,1,41,FALSE,GOVAN,34,1434,N/A,night in,9/13/2024,1,single,3
897,Dancing In The Flames,1,75,FALSE,The Weeknd,94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",Dancing In The Flames,9/13/2024,1,single,3.66
898,Bad Dreams,1,79,FALSE,Teddy Swims,83,5670437,N/A,Bad Dreams,9/13/2024,1,single,3.07
899,To Love,18,65,TRUE,Suki Waterhouse,68,1394134,N/A,Memoir of a Sparklemuffin,9/13/2024,18,album,3.94
900,What Kinda Man,1,67,FALSE,Parker McCollum,66,704570,"texas country, red dirt, country",What Kinda Man,9/13/2024,1,single,4.31
901,Oh My Love,1,65,FALSE,ConKi,61,26114,N/A,Oh My Love,9/12/2024,1,single,2.74
902,Pivot & Scrape,1,40,FALSE,Sophie Thatcher,37,53720,N/A,Pivot & Scrape,9/12/2024,2,single,3.61
903,It's ok I'm ok,1,73,TRUE,Tate McRae,88,9256589,pop,It's ok I'm ok,9/12/2024,1,single,2.6
904,Black and Blue,2,22,FALSE,Sophie Thatcher,37,53676,N/A,Pivot & Scrape,9/12/2024,2,single,3.82
905,Back With The Pen Like,1,21,TRUE,Naimos Riggerz,7,24,N/A,Back With The Pen Like,9/7/2024,1,single,2.47
906,Chicken Change,1,25,TRUE,D4WNATELLO,9,127,N/A,Chicken Change,9/6/2024,1,single,3.24
907,The Doll People,4,59,TRUE,SOFIA ISELLA,56,557610,N/A,I Can Be Your Mother,9/6/2024,6,single,3.43
908,Move,1,42,FALSE,midnight Berlin,42,4170,hypertechno,Move,9/6/2024,1,single,2.08
909,If the Earth is Spinning (feat. Sia),10,28,FALSE,Paris Hilton,48,808436,N/A,Infinite Icon,9/6/2024,12,album,3.22
910,Keep Your Eyes Peeled,1,54,FALSE,ULTRA SUNN,46,82479,"darkwave, cold wave, ebm, post-punk, gothic rock",Keep Your Eyes Peeled,9/6/2024,15,album,3.84
911,Donâ€™t Mind If I Do (ft. Ella Langley),1,71,FALSE,Riley Green,75,1372158,country,Donâ€™t Mind If I Do (ft. Ella Langley),9/6/2024,1,single,3.64
912,Ghost,1,24,FALSE,Gulmee,36,992,hypertechno,Ghost,9/6/2024,1,single,2.13
913,The Emptiness Machine,1,77,TRUE,Linkin Park,88,31785695,"nu metal, rap metal, rock, alternative metal",The Emptiness Machine,9/5/2024,1,single,3.17
914,Paint The Town Blue (from the series Arcane League of Legends),1,62,FALSE,Ashnikko,71,2614697,N/A,Paint The Town Blue (from the series Arcane League of Legends),9/5/2024,1,single,1.92
915,Gothic Castle Gates,17,0,FALSE,Andrei Krylov,40,25945,"medieval, celtic","Tales of Foggy Islands & Castles, For Medieval Lute, Gothic Guitar, Celtic Violin & Folk Flute",9/2/2024,21,album,3.39
916,Sun Comes Down,1,46,FALSE,Iaco,47,4124,"stutter house, tropical house",Sun Comes Down,9/1/2024,1,single,2.56
917,Hekaya,9,15,FALSE,El Waili,53,553964,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,4.04
918,L Awl,1,17,FALSE,El Waili,53,554064,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,3.84
919,la2,8,19,FALSE,El Waili,53,554173,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,4.12
920,F*ck With Me,7,0,TRUE,RIELL,52,78478,N/A,Chapter 2: Past,8/30/2024,7,album,3.03
921,Al Origami,7,21,FALSE,El Waili,53,553964,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,3.25
922,as good a reason,8,60,FALSE,Paris Paloma,66,785421,N/A,Cacophony,8/30/2024,15,album,2.82
923,Leltak Fol,3,47,FALSE,El Waili,53,554064,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,3.49
924,Love From U,1,26,FALSE,Ericovich,41,11036,nightcore,Love From U,8/30/2024,1,single,1.87
925,Mafiish,4,21,FALSE,El Waili,53,554173,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,3.47
926,Mnml,6,24,FALSE,El Waili,53,553964,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,2.46
927,Mstny,2,17,FALSE,El Waili,53,554173,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,2.98
928,MTSR74,5,17,FALSE,El Waili,53,553964,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",L NOR,8/30/2024,9,album,2.82
929,my mind (now),1,43,FALSE,Paris Paloma,66,785952,N/A,Cacophony,8/30/2024,15,album,2.94
930,Havana - Slowed,1,31,FALSE,Lucasta,32,637,N/A,Havana (Slowed),8/29/2024,1,single,3.14
931,White Orchard (From 'Witcher 3'),1,34,FALSE,Dreyma,37,5993,N/A,Journey to Velen,8/27/2024,4,single,2.6
932,Lie To Girls,11,67,TRUE,Sabrina Carpenter,91,26538275,pop,Short n' Sweet,8/23/2024,12,album,3.36
933,Taste,1,69,FALSE,Sabrina Carpenter,91,26538275,pop,Short n' Sweet,8/23/2024,12,album,2.62
934,Coincidence,5,73,FALSE,Sabrina Carpenter,91,26538275,pop,Short n' Sweet,8/23/2024,12,album,2.73
935,Donâ€™t Smile,12,77,FALSE,Sabrina Carpenter,91,26559943,pop,Short n' Sweet,8/23/2024,12,album,3.43
936,Dumb & Poetic,8,68,TRUE,Sabrina Carpenter,91,26538275,pop,Short n' Sweet,8/23/2024,12,album,2.22
937,Embrace It,1,76,TRUE,Ndotz,59,273361,N/A,Embrace It,8/23/2024,1,single,1.74
938,Espresso,7,85,TRUE,Sabrina Carpenter,91,26559943,pop,Short n' Sweet,8/23/2024,12,album,2.92
939,Good Graces,3,77,TRUE,Sabrina Carpenter,91,26559943,pop,Short n' Sweet,8/23/2024,12,album,3.08
940,Juno,10,83,TRUE,Sabrina Carpenter,91,26516295,pop,Short n' Sweet,8/23/2024,12,album,3.71
941,Bed Chem,6,82,FALSE,Sabrina Carpenter,91,26516295,pop,Short n' Sweet,8/23/2024,12,album,2.86
942,Breathe Me In,1,45,FALSE,Besomorph,58,146944,slap house,Breathe Me In,8/23/2024,1,single,2.21
943,Please Please Please,2,83,TRUE,Sabrina Carpenter,91,26516295,pop,Short n' Sweet,8/23/2024,12,album,3.1
944,Sharpest Tool,4,72,TRUE,Sabrina Carpenter,91,26559943,pop,Short n' Sweet,8/23/2024,12,album,3.63
945,Slim Pickins,9,70,FALSE,Sabrina Carpenter,91,26516295,pop,Short n' Sweet,8/23/2024,12,album,2.53
946,i know - Omido Remix,1,46,TRUE,Ex Habit,59,130194,dark r&b,i know (Omido Remix),8/21/2024,2,single,2.32
947,Too Sweet,1,81,FALSE,Hozier,82,9114093,N/A,Unreal Unearth: Unaired,8/19/2024,23,album,4.19
948,L'Amour Toujours,1,28,FALSE,Reprobeater,45,2194,hypertechno,L'Amour Toujours,8/16/2024,1,single,2.12
949,Memories,1,0,FALSE,AFRONOM,52,44492,afro house,Memories,8/16/2024,1,single,2.63
950,Pass Me Round,1,20,FALSE,Otto Deburaux & the Clown Lounge,9,64,N/A,Pass Me Round,8/16/2024,1,single,3.27
951,Raise The Red Flag,1,42,TRUE,Marilyn Manson,71,4968982,"industrial metal, industrial rock, industrial, metal, nu metal",Raise The Red Flag,8/16/2024,2,single,4.82
952,Die With A Smile,1,91,FALSE,Lady Gaga,88,42237551,"art pop, pop",Die With A Smile,8/16/2024,1,single,4.19
953,Devil I've Been (Feat. ERNEST),11,58,FALSE,Post Malone,86,47722935,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.04
954,Finer Things (Feat. Hank Williams Jr.),2,59,FALSE,Post Malone,85,47716988,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.09
955,Goes Without Saying (Feat. Brad Paisley),7,59,FALSE,Post Malone,86,47720209,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.53
956,Guy For That (Feat. Luke Combs),8,76,FALSE,Post Malone,85,47716988,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,2.73
957,Have The Heart (Feat. Dolly Parton),5,56,FALSE,Post Malone,86,47722935,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.05
958,Hide My Gun (Feat. HARDY),15,61,TRUE,Post Malone,85,47716988,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.67
959,I Had Some Help (Feat. Morgan Wallen),3,82,TRUE,Post Malone,85,47716988,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,2.97
960,Wrong Ones (Feat. Tim McGraw),1,66,TRUE,Post Malone,86,47720209,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.26
961,Yours,18,63,FALSE,Post Malone,85,47716988,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.32
962,What Don't Belong To Me,6,66,FALSE,Post Malone,86,47720209,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.45
963,Pour Me A Drink (Feat. Blake Shelton),4,70,FALSE,Post Malone,86,47722935,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.25
964,Right About You,16,54,FALSE,Post Malone,86,47720209,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.05
965,Losers (Feat. Jelly Roll),10,70,FALSE,Post Malone,85,47716988,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.48
966,M-E-X-I-C-O (Feat. Billy Strings),17,57,FALSE,Post Malone,85,47716988,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,2.59
967,Missinâ€™ You Like This (Feat. Luke Combs),13,62,FALSE,Post Malone,86,47720209,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.71
968,Never Love You Again (Feat. Sierra Ferrell),12,56,FALSE,Post Malone,86,47722935,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.11
969,New Woman (feat. ROSALÃA),1,69,TRUE,LISA,75,13266900,k-pop,New Woman (feat. ROSALÃA),8/15/2024,1,single,2.99
970,Nosedive (Feat. Lainey Wilson),9,65,FALSE,Post Malone,85,47716988,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.2
971,California Sober (Feat. Chris Stapleton),14,57,TRUE,Post Malone,86,47720209,"pop, hip hop, country",F-1 Trillion,8/15/2024,18,album,3.4
972,2am,1,40,FALSE,RIELL,52,78423,N/A,2am,8/9/2024,4,single,2.58
973,BABY I'M BACK,1,74,TRUE,The Kid LAROI,79,6593079,N/A,THE FIRST TIME (DELUXE VERSION),8/9/2024,28,album,2.85
974,Diet Pepsi,1,77,FALSE,Addison Rae,74,1364231,N/A,Diet Pepsi,8/9/2024,1,single,2.82
975,GIRLS,6,67,TRUE,The Kid LAROI,79,6596750,N/A,THE FIRST TIME (DELUXE VERSION),8/9/2024,28,album,2.54
976,I'll Just Say It,1,12,TRUE,Jana Diab,50,17560,egyptian pop,I'll Just Say It,8/9/2024,3,single,2.64
977,Like a Prayer - Choir Version From â€œDeadpool & Wolverineâ€,3,71,FALSE,I'll Take You There Choir,52,8928,N/A,"Deadpool & Wolverine: Madonna's Like a Prayer"" EP""",8/9/2024,3,single,2.54
978,Love Me Not,7,89,FALSE,Ravyn Lenae,76,844558,"alternative r&b, indie soul",Bird's Eye,8/9/2024,11,album,3.55
979,MUTT,1,72,TRUE,Leon Thomas,74,734468,N/A,MUTT,8/9/2024,1,single,3.22
980,Take A Bite,1,70,FALSE,beabadoobee,78,6522709,bedroom pop,This Is How Tomorrow Moves,8/9/2024,14,album,2.64
981,Underwater,1,24,FALSE,Kremor,31,1176,"slap house, hypertechno",Underwater,8/9/2024,1,single,2.25
982,Why Why Why,1,22,TRUE,Shawn Mendes,81,45700057,N/A,Shawn,8/8/2024,2,single,2.81
983,LIFETIMES,1,58,FALSE,Katy Perry,83,38400585,pop,LIFETIMES,8/8/2024,1,single,3.2
984,insane,1,29,TRUE,GOVAN,34,1434,N/A,insane,8/8/2024,1,single,1.94
985,Rip,1,51,FALSE,Zummer,47,1186,N/A,Rip,8/8/2024,1,single,2.09
986,Stargazing,1,41,FALSE,midnight Berlin,42,4170,hypertechno,Stargazing,8/8/2024,1,single,2.15
987,Lifeline,3,60,FALSE,Alan Walker,78,41268567,N/A,Neon Nights,8/7/2024,4,single,3.37
988,"Good Luck, Babe!",1,42,FALSE,midnight Berlin,42,4171,hypertechno,"Good Luck, Babe!",8/5/2024,1,single,1.76
989,In a Night,1,59,FALSE,Asal,59,135959,N/A,Missing Something,8/2/2024,8,album,2.43
990,ENEMIES (feat. bludnymph & Shift K3Y),2,35,FALSE,Gryffin,66,1010217,"edm, melodic bass",PULSE,8/2/2024,14,album,2.43
991,As Sick As The Secrets Within,1,43,FALSE,Marilyn Manson,71,4968982,"industrial metal, industrial rock, industrial, metal, nu metal",As Sick As The Secrets Within,8/2/2024,1,single,5.59
992,blue,1,84,FALSE,yung kai,70,1981867,N/A,blue,8/2/2024,1,single,3.57
993,Liebe teilen,1,43,FALSE,Lena&Linus,39,32105,"german indie, german indie pop, german pop",Liebe teilen,8/2/2024,1,single,3.67
994,Love @ First Sound,1,21,TRUE,Ollie Twist,17,106,N/A,Love @ First Sound,8/2/2024,2,single,4
995,My Memories,1,18,FALSE,Fabiano Abaixo Assinado,4,22,N/A,My Memories,8/1/2024,1,single,3.03
996,Guess featuring billie eilish,1,49,FALSE,Charli xcx,82,6318755,"hyperpop, art pop",Guess featuring Billie Eilish,8/1/2024,1,single,2.38
997,Her,1,77,FALSE,The American Dawn,59,68931,N/A,Her,7/26/2024,1,single,3.56
998,Touch,1,86,FALSE,KATSEYE,83,5285995,k-pop,Touch,7/26/2024,1,single,2.16
999,Sailor Song,1,5,FALSE,Gigi Perez,75,1641193,N/A,Sailor Song,7/26/2024,1,single,3.53
1000,Space In My Arms,1,23,FALSE,Now O Later,43,2599,hypertechno,Space In My Arms,7/26/2024,1,single,2.55
1001,Nasty Nasty,1,46,TRUE,Rumelis,49,8741,dark r&b,Nasty Nasty,7/25/2024,2,single,2.29
1002,Only You - Re-Recorded,1,0,FALSE,The Platters,57,864537,doo-wop,Deadpool & Wolverine (Original Motion Picture Soundtrack/Deluxe Edition),7/24/2024,50,compilation,2.73
1003,I'm With You,11,0,FALSE,Avril Lavigne,76,12006589,N/A,Deadpool & Wolverine (Original Motion Picture Soundtrack/Deluxe Edition),7/24/2024,50,compilation,3.73
1004,Glamorous,5,0,FALSE,Fergie,68,6157207,N/A,Deadpool & Wolverine (Original Motion Picture Soundtrack/Deluxe Edition),7/24/2024,50,compilation,2.96
1005,The Power Of Love - From â€œBack To The Futureâ€ Soundtrack,7,0,FALSE,Huey Lewis & The News,62,1745641,N/A,Deadpool & Wolverine (Original Motion Picture Soundtrack/Deluxe Edition),7/24/2024,50,compilation,3.89
1006,SCREAM MY NAME,2,52,FALSE,Montell Fish,72,2131649,N/A,DISTRACTION / SCREAM MY NAME,7/23/2024,2,single,2.66
1007,I Adore You (feat. Daecolm),1,84,FALSE,HUGEL,77,662191,"latin house, afro house, techengue",I Adore You (feat. Daecolm),7/19/2024,1,single,3.56
1008,I'd Rather Lose You Than My Mind,1,40,FALSE,RIELL,52,78423,N/A,I'd Rather Lose You Than My Mind,7/19/2024,3,single,2.41
1009,Who,6,86,FALSE,Jimin,79,10841227,k-pop,MUSE,7/19/2024,7,album,2.84
1010,Angel Of My Dreams,1,61,FALSE,JADE,65,299896,N/A,Angel Of My Dreams,7/19/2024,1,single,3.29
1011,Teenage Dirtbag,1,1,FALSE,BRAN,47,9570,"afro house, slap house",Teenage Dirtbag,7/18/2024,1,single,1.52
1012,hate u love u,1,50,FALSE,Umur Anil Gokdag,56,18834,N/A,hate u love u,7/18/2024,1,single,2.66
1013,I Think They Call This Love,1,74,FALSE,Elliot James Reay,57,302715,N/A,I Think They Call This Love,7/17/2024,1,single,3.22
1014,KEEP UP,1,75,TRUE,Odetari,74,4573539,"hyperpop, nightcore",KEEP UP // FROSTBITE,7/17/2024,2,single,2.22
1015,Houdini,11,71,TRUE,Eminem,88,104559284,"rap, hip hop",The Death of Slim Shady (Coup De GrÃ¢ce),7/12/2024,19,album,3.78
1016,Sexy to Someone,2,71,FALSE,Clairo,78,6604924,bedroom pop,Charm,7/12/2024,11,album,3.46
1017,Survivor - Techno,1,27,FALSE,Emilio,41,2296,hypertechno,Survivor (Techno),7/12/2024,1,single,1.93
1018,Too Sweet,1,61,FALSE,The Macarons Project,54,362833,N/A,Too Sweet,7/12/2024,1,single,3.3
1019,i always kinda knew youâ€™d be the death of me,2,61,FALSE,Artemas,74,1378074,N/A,yustyna,7/11/2024,14,album,2.26
1020,Lose Control,1,3,FALSE,Besomage,50,12548,N/A,Lose Control,7/11/2024,1,single,2.42
1021,Did It First (with Central Cee),1,67,TRUE,Ice Spice,69,4787436,N/A,Did It First (with Central Cee),7/11/2024,1,single,1.96
1022,dirty little secret,6,65,FALSE,Artemas,74,1377042,N/A,yustyna,7/11/2024,14,album,3.02
1023,Dreams,2,6,FALSE,Tamba Tha God,0,23,N/A,My Reality,7/11/2024,8,album,3.07
1024,wet dreams,1,54,FALSE,Artemas,74,1378074,N/A,wet dreams,7/10/2024,3,single,1.66
1025,Big Dawgs,1,76,TRUE,Hanumankind,66,876078,"malayalam hip hop, desi hip hop",Big Dawgs,7/9/2024,1,single,3.17
1026,I Really Want To Stay at Your House,1,41,FALSE,Cour,46,6584,slap house,I Really Want To Stay at Your House,7/9/2024,1,single,3.1
1027,Good Girl,1,53,FALSE,BURY,52,21782,dark r&b,Good Girl,7/5/2024,3,single,2.8
1028,Good Girl - Sped up,2,41,FALSE,BURY,52,21748,dark r&b,Good Girl,7/5/2024,3,single,2.49
1029,It's A Feeling,1,50,FALSE,Sigala,64,1581188,N/A,It's A Feeling,7/5/2024,1,single,3.15
1030,All I Want,1,43,FALSE,Oscen,35,17142,dark r&b,All I Want,7/5/2024,1,single,2.52
1031,"Sugar, We're Going Down",1,44,FALSE,Tweekacore,38,25554,"happy hardcore, hardstyle","Sugar, We're Going Down",7/5/2024,1,single,3
1032,Shivers,1,23,FALSE,K3YN0T3,47,1987,hypertechno,Shivers,7/5/2024,1,single,2.48
1033,Secrets,1,0,FALSE,Hypermorph,43,5109,hypertechno,Secrets,7/4/2024,1,single,2.38
1034,Dancing All Alone - BOVSKI Remix,1,45,FALSE,EMMY,49,45041,N/A,Dancing All Alone (BOVSKI Remix),7/3/2024,1,single,2.2
1035,Tough,1,70,FALSE,Quavo,76,8079123,N/A,Tough,7/3/2024,1,single,3.14
1036,Buzzin',1,60,TRUE,lagosta,48,41420,emo rap,Buzzin',6/29/2024,1,single,3.27
1037,Accent (feat. GloRilla),11,49,TRUE,Megan Thee Stallion,76,10890822,N/A,MEGAN,6/28/2024,18,album,3.32
1038,Alibi (with Pabllo Vittar & Yseult),1,77,FALSE,Sevdaliza,69,917778,N/A,Alibi (with Pabllo Vittar & Yseult),6/28/2024,1,single,2.69
1039,B.A.S. (feat. Kyle Richh),6,62,TRUE,Megan Thee Stallion,76,10888670,N/A,MEGAN,6/28/2024,18,album,3.44
1040,BOA,9,57,TRUE,Megan Thee Stallion,76,10895519,N/A,MEGAN,6/28/2024,18,album,2.57
1041,Broke His Heart,5,43,TRUE,Megan Thee Stallion,76,10888670,N/A,MEGAN,6/28/2024,18,album,2.65
1042,Umbrella,1,38,FALSE,BEAUZ,58,210575,hard techno,Umbrella,6/28/2024,1,single,2.57
1043,Paper Together (feat. UGK),12,40,TRUE,Megan Thee Stallion,76,10888670,N/A,MEGAN,6/28/2024,18,album,3.59
1044,Rattle,2,47,TRUE,Megan Thee Stallion,76,10890822,N/A,MEGAN,6/28/2024,18,album,3.42
1045,Spin (feat. Victoria MonÃ©t),13,51,TRUE,Megan Thee Stallion,76,10888670,N/A,MEGAN,6/28/2024,18,album,3.12
1046,good2u,1,40,FALSE,GOVAN,34,1434,N/A,good2u,6/28/2024,1,single,2.33
1047,HISS,1,58,TRUE,Megan Thee Stallion,76,10890822,N/A,MEGAN,6/28/2024,18,album,3.21
1048,Cobra,18,50,TRUE,Megan Thee Stallion,76,10890822,N/A,MEGAN,6/28/2024,18,album,2.81
1049,Collide,1,23,FALSE,PuFFcorn,21,23907,future house,Collide,6/28/2024,1,single,2.57
1050,Down Stairs DJ,14,42,TRUE,Megan Thee Stallion,76,10888670,N/A,MEGAN,6/28/2024,18,album,2.73
1051,Figueroa,3,43,TRUE,Megan Thee Stallion,76,10892928,N/A,MEGAN,6/28/2024,18,album,2.39
1052,Find Out,8,42,TRUE,Megan Thee Stallion,76,10888670,N/A,MEGAN,6/28/2024,18,album,2.59
1053,GIRLS,1,64,TRUE,The Kid LAROI,79,6595164,N/A,GIRLS,6/28/2024,2,single,2.54
1054,Mamushi (feat. Yuki Chiba),10,72,TRUE,Megan Thee Stallion,76,10892928,N/A,MEGAN,6/28/2024,18,album,2.61
1055,Miami Blue (feat. Big K.R.I.T. & Buddah Bless),15,46,TRUE,Megan Thee Stallion,76,10888670,N/A,MEGAN,6/28/2024,18,album,2.62
1056,Moody Girl,17,43,TRUE,Megan Thee Stallion,76,10888670,N/A,MEGAN,6/28/2024,18,album,2.79
1057,Otaku Hot Girl,7,61,TRUE,Megan Thee Stallion,76,10890822,N/A,MEGAN,6/28/2024,18,album,2.64
1058,Where Them Girls At,4,57,TRUE,Megan Thee Stallion,76,10890822,N/A,MEGAN,6/28/2024,18,album,3.19
1059,Worthy,16,43,TRUE,Megan Thee Stallion,76,10892928,N/A,MEGAN,6/28/2024,18,album,2.32
1060,Rockstar,1,74,TRUE,LISA,75,13266900,k-pop,Rockstar,6/27/2024,5,single,2.3
1061,No Caller Id,1,49,FALSE,Corena,38,1676,N/A,No Caller Id,6/27/2024,1,single,2.73
1062,KEHLANI,1,71,FALSE,Jordan Adetunji,61,340128,sexy drill,KEHLANI,6/24/2024,3,single,2.03
1063,"I Love You, I'm Sorry",4,86,TRUE,Gracie Abrams,82,7412007,N/A,The Secret of Us,6/21/2024,13,album,2.61
1064,Can't Forget You,1,57,FALSE,LUM!X,63,224322,"slap house, melbourne bounce",Can't Forget You,6/21/2024,1,single,2.6
1065,the boy is mine,2,33,FALSE,Ariana Grande,90,107374593,pop,the boy is mine (Remix),6/21/2024,2,single,2.89
1066,The Future Is A Foreign Land,1,56,FALSE,Ghost,73,3770138,"metal, hard rock",The Future Is A Foreign Land,6/21/2024,1,single,3.75
1067,us. (feat. Taylor Swift),5,75,TRUE,Gracie Abrams,82,7403257,N/A,The Secret of Us,6/21/2024,13,album,4.04
1068,Messy,5,83,TRUE,Lola Young,77,1460038,N/A,This Wasn't Meant For You Anyway,6/21/2024,11,album,4.73
1069,Si Antes Te Hubiera Conocido,1,83,FALSE,KAROL G,87,60395783,"reggaeton, latin, urbano latino",Si Antes Te Hubiera Conocido,6/21/2024,1,single,3.26
1070,Conceited,4,70,FALSE,Lola Young,77,1460038,N/A,This Wasn't Meant For You Anyway,6/21/2024,11,album,3.99
1071,Close To You,13,78,FALSE,Gracie Abrams,82,7403257,N/A,The Secret of Us,6/20/2024,13,album,3.76
1072,KEHLANI (REMIX) [feat. Kehlani],1,65,TRUE,Jordan Adetunji,61,340128,sexy drill,KEHLANI (REMIX) [feat. Kehlani],6/20/2024,1,single,2.99
1073,teen romance,2,69,TRUE,Lil Peep,82,15684530,"emo rap, cloud rap",teen romance,6/19/2024,3,single,2.83
1074,DEVIL IS A LIE,1,72,TRUE,Tommy Richman,68,938200,N/A,DEVIL IS A LIE,6/14/2024,1,single,2.18
1075,Candy Paint,7,44,TRUE,Normani,66,2956534,N/A,DOPAMINE,6/14/2024,13,album,2.84
1076,Cheerleader,1,22,FALSE,Lexdez,14,486,"melodic bass, future bass",Cheerleader,6/14/2024,1,single,3.32
1077,NEW DROP,2,81,TRUE,Don Toliver,85,7473754,N/A,HARDSTONE PSYCHO,6/14/2024,16,album,3.62
1078,Nothing's New,1,41,FALSE,CADDY,38,963,N/A,Nothing's New,6/14/2024,1,single,3.21
1079,Nonstop,1,37,FALSE,Besomage,50,12471,N/A,Nonstop,6/13/2024,1,single,2.06
1080,Mean girls,13,65,TRUE,Charli xcx,82,6315216,"hyperpop, art pop",BRAT,6/7/2024,15,album,3.15
1081,Move,1,82,FALSE,Adam Port,71,334659,"afro house, house, afro tech",Move,6/7/2024,1,single,2.95
1082,No Promises,1,39,FALSE,Topic,72,318142,N/A,No Promises,6/7/2024,1,single,2.6
1083,Club classics,2,70,FALSE,Charli xcx,82,6322030,"hyperpop, art pop",BRAT,6/7/2024,15,album,2.55
1084,Escape Plan,1,21,TRUE,Jana Diab,50,17560,egyptian pop,Escape Plan,6/7/2024,1,single,2.31
1085,Everything is romantic,7,75,FALSE,Charli xcx,82,6322030,"hyperpop, art pop",BRAT,6/7/2024,15,album,3.39
1086,"Girl, so confusing",10,67,FALSE,Charli xcx,82,6318755,"hyperpop, art pop",BRAT,6/7/2024,15,album,2.9
1087,YAD,1,0,TRUE,Vanna Rainelle,57,90428,dark r&b,YAD,6/7/2024,1,single,3.01
1088,Sympathy is a knife,3,74,TRUE,Charli xcx,82,6322030,"hyperpop, art pop",BRAT,6/7/2024,15,album,2.51
1089,Talk talk,5,68,FALSE,Charli xcx,82,6315216,"hyperpop, art pop",BRAT,6/7/2024,15,album,2.69
1090,Von dutch,6,79,TRUE,Charli xcx,82,6318755,"hyperpop, art pop",BRAT,6/7/2024,15,album,2.73
1091,360,1,76,TRUE,Charli xcx,82,6315216,"hyperpop, art pop",BRAT,6/7/2024,15,album,2.23
1092,365,15,75,TRUE,Charli xcx,82,6318755,"hyperpop, art pop",BRAT,6/7/2024,15,album,3.39
1093,8 Years Old,1,30,FALSE,RIELL,52,78478,N/A,8 Years Old,6/7/2024,1,single,3.13
